160,509,592,509,592,577,160,577,0.9996469
128,400,384,400,384,466,128,466,0.9996369
96,606,607,606,607,680,96,680,0.9996288
256,194,464,194,464,254,256,254,0.9996195
272,305,560,305,560,369,272,369,0.9996086
112,79,432,79,432,145,112,145,0.9996069
64,0,176,0,176,16,64,16,0.9995944
256,0,320,0,320,18,256,18,0.99959284
